永続的識別子,タイトル,著者,出版者,出版日（W3CDTF）,商品番号,歴史的音源ジャンル,公開範囲,権利区分
info:ndljp/pid/1322946,桜鍔恨鮫鞘（鰻谷の段）（七）,竹本　錣太夫（五代目）,ビクター,1936-01,53623,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3570029,義経千本桜（鮓屋の場）　（六）,竹田　出雲[作詞],ビクター,1931-07,13136,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1322945,桜鍔恨鮫鞘（鰻谷の段）（六）,竹本　錣太夫（五代目）,ビクター,1936-01,53622,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3570028,義経千本桜（鮓屋の場）　（五）,竹田　出雲[作詞],ビクター,1931-07,13136,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1322944,桜鍔恨鮫鞘（鰻谷の段）（五）,竹本　錣太夫（五代目）,ビクター,1936-01,53622,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3570016,多摩川（三）和泉中島,松永　和風　（四世）,ビクター,0000,NK-3019,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3570015,多摩川（二）轟然として,松永　和風　（四世）,ビクター,0000,NK-3018,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1322939,五郎（二）唄入り,三升屋　二三治[作詞],ビクター,1936-03,53665,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3570014,多摩川（一）夫帝都二百余万の,松永　和風　（四世）,ビクター,0000,NK-3018,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1322938,五郎（二）,三升屋　二三治[作詞],ビクター,1936-03,53665,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1322937,桜鍔恨鮫鞘（鰻谷の段）（四）,竹本　錣太夫（五代目）,ビクター,1936-01,53621,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3572671,明治天皇御製謹唱：鏡・心,岡野　貞一[作曲],コロムビア（戦前）,1938-06,S169,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/3572672,明治天皇御製謹唱：孝・をりにふれて,明治天皇[作詞],コロムビア（戦前）,1938-06,S169,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/3572673,明治天皇御製謹唱：正述心緒・誠,細川　碧[作曲],コロムビア（戦前）,1938-06,S170,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/3572674,明治天皇御製謹唱：をりにふれて・心,細川　碧[作曲],コロムビア（戦前）,1938-06,S170,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/3572675,明治天皇御製謹唱：窓前花・書,下総　皖一[作曲],コロムビア（戦前）,1938-07,S171,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/1322936,桜鍔恨鮫鞘（鰻谷の段）（三）,竹本　錣太夫（五代目）,ビクター,1936-01,53621,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3570019,多摩川（六）晒せ細布,松永　和風　（四世）,ビクター,0000,NK-3020,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3572676,明治天皇御製謹唱：鏡・をりにふれて,小松　耕輔[作曲],コロムビア（戦前）,1938-07,S171,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/1322935,桜鍔恨鮫鞘（鰻谷の段）（二）,竹本　錣太夫（五代目）,ビクター,1936-01,53620,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3570018,多摩川（五）ソレソレ晒せ,松永　和風　（四世）,ビクター,0000,NK-3020,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3572677,明治天皇御製謹唱：峯・道,橋本　国彦[作曲],コロムビア（戦前）,1938-07,S172,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/1322934,桜鍔恨鮫鞘（鰻谷の段）（一）,竹本　錣太夫（五代目）,ビクター,1936-01,53620,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3570017,多摩川（四）賎が手業に,松永　和風　（四世）,ビクター,0000,NK-3019,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3572678,明治天皇御製謹唱：身・水,岡野　貞一[作曲],コロムビア（戦前）,1938-07,S172,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/3572670,明治天皇御製謹唱：をりにふれて・仁,山田　耕筰[作曲],コロムビア（戦前）,1938-05,S168,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/1315542,謡曲；松蟲(上),金春　禅竹[作詞],コロムビア（戦前）,0000,25040,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/1315543,謡曲；松蟲(下),金春　禅竹[作詞],コロムビア（戦前）,0000,25040,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/1327523,江差追分（２）（北海道民謡）,北海道民謡,キングレコード,1937-01,11022,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1327522,江差追分（１）（北海道民謡）,北海道民謡,キングレコード,1937-01,11022,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1315548,青い目の人形,野口　雨情[作詞],コロムビア（戦前）,0000,25044,不明,インターネット公開,保護期間満了
info:ndljp/pid/1315535,講演：憲政に於ける世論の勢力（六）,大隈伯（大隈　重信）,コロムビア（戦前）,1922,25008,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1315533,講演：憲政に於ける世論の勢力（四）,大隈伯（大隈　重信）,コロムビア（戦前）,1922,25007,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1315534,講演：憲政に於ける世論の勢力（五）,大隈伯（大隈　重信）,コロムビア（戦前）,1922,25008,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1315531,講演：憲政に於ける世論の勢力（二）,大隈伯（大隈　重信）,コロムビア（戦前）,1922,25006,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1315532,講演：憲政に於ける世論の勢力（三）,大隈伯（大隈　重信）,コロムビア（戦前）,1922,25007,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1315530,講演：憲政に於ける世論の勢力（一）,大隈伯（大隈　重信）,コロムビア（戦前）,1922,25006,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1315539,琵琶　常陸丸（二）,池辺　義象[作詞],コロムビア（戦前）,0000,25030,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315538,琵琶　常陸丸（一）,池辺　義象[作詞],コロムビア（戦前）,0000,25030,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315524,箏曲；越後獅子（下）,今井　慶松,コロムビア（戦前）,1928-10,25125,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1315523,箏曲；越後獅子（上）,今井　慶松,コロムビア（戦前）,1928-10,25125,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1315528,民謡：八木節(継子三次(三）,民謡,コロムビア（戦前）,0000,25005,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1315529,民謡：八木節(継子三次(四）,民謡,コロムビア（戦前）,0000,25005,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1315526,俚謡：八木節(継子三次）(一）,民謡,コロムビア（戦前）,1928-09,25004,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1315527,俚謡：八木節(継子三次）(二）,民謡,コロムビア（戦前）,1928-09,25004,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/8273710,高砂（下）／猩々,宝生　九郎（宝生流家元）,ポリドール,,BV5001,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/1315597,琵琶：石童丸(八),四竈　訥治[作詞],コロムビア（戦前）,1924-10,25092,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315595,琵琶：石童丸(六),四竈　訥治[作詞],コロムビア（戦前）,1924-10,25091,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315596,琵琶：石童丸(七),四竈　訥治[作詞],コロムビア（戦前）,1924-10,25092,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315593,琵琶：石童丸(四),四竈　訥治[作詞],コロムビア（戦前）,1924-10,25090,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315594,琵琶：石童丸(五),四竈　訥治[作詞],コロムビア（戦前）,1924-10,25091,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315591,琵琶：石童丸(二),四竈　訥治[作詞],コロムビア（戦前）,1924-10,25089,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315592,琵琶：石童丸(三),四竈　訥治[作詞],コロムビア（戦前）,1924-10,25090,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315590,琵琶：石童丸(一),四竈　訥治[作詞],コロムビア（戦前）,1924-10,25089,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/8273709,高砂（上）,宝生　九郎（宝生流家元）,ポリドール,,BV5001,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/1315588,長唄；供奴(一),（二世）瀬川　如皐[作詞],コロムビア（戦前）,1925-02,25087,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315589,長唄；供奴(ニ),（二世）瀬川　如皐[作詞],コロムビア（戦前）,1925-02,25087,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315580,琵琶　常陸丸(上),池辺　義象[作詞],コロムビア（戦前）,1926-10,25083,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315581,琵琶　常陸丸(下),池辺　義象[作詞],コロムビア（戦前）,1926-10,25083,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1315579,長唄　吾妻八景(六),（四世）杵屋　六三郎[作曲],コロムビア（戦前）,1924-12,25080,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315577,長唄　吾妻八景(四),（四世）杵屋　六三郎[作曲],コロムビア（戦前）,1924-12,25079,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315578,長唄　吾妻八景(五),（四世）杵屋　六三郎[作曲],コロムビア（戦前）,1924-12,25080,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315575,長唄　吾妻八景(ニ),（四世）杵屋　六三郎[作曲],コロムビア（戦前）,1924-12,25078,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315576,長唄　吾妻八景(三),（四世）杵屋　六三郎[作曲],コロムビア（戦前）,1924-12,25079,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315574,長唄　吾妻八景(一),（四世）杵屋　六三郎[作曲],コロムビア（戦前）,1924-12,25078,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315568,政治講演：政治の倫理化,後藤　新平,コロムビア（戦前）,1924-06,25073,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1315569,政治講演：政治の倫理化,後藤　新平,コロムビア（戦前）,1924-06,25073,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1315566,政治講演：政治の倫理化,後藤　新平,コロムビア（戦前）,1924-06,25072,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1315567,政治講演：政治の倫理化,後藤　新平,コロムビア（戦前）,1924-06,25072,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1315564,歌舞伎劇；鳥辺山心中(四条河原の場）,岡本　綺堂[作詞],コロムビア（戦前）,1924-07,25069,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1315562,歌舞伎劇；番町皿屋敷(青山播磨宅の場）（下）,岡本　綺堂[作詞],コロムビア（戦前）,1924-07,25068,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1315563,歌舞伎劇；鳥辺山心中(四条河原の場）,岡本　綺堂[作詞],コロムビア（戦前）,1924-07,25069,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1315561,歌舞伎劇；番町皿屋敷(青山播磨宅の場）（上）,岡本　綺堂[作詞],コロムビア（戦前）,1924-07,25068,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/3570521,琉球古典音楽：十七八節（四）,金武　良仁,コロムビア（戦前）,1936-08,28988,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/3569521,民謡：鹿児島小原節,大村　能章[編曲],コロムビア,1954-03,A1884,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/3569520,民謡：刈干切唄,日本民謡,コロムビア,1954-03,A1884,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/8273725,樟蔭学園校歌（オーケストラ）,伊賀　駒吉郎[作詞],ポリドール,,JP-15,学生歌、校歌、寮歌、応援歌,インターネット公開,保護期間満了
info:ndljp/pid/8273726,樟蔭学園校歌（ピアノ）,伊賀　駒吉郎[作詞],ポリドール,,JP-15,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/8273728,行進曲「皇軍凱旋」,土井　晩翠[作詞],ポリドール,,,不明,インターネット公開,保護期間満了
info:ndljp/pid/3569517,民謡：安来節,大村　能章[編曲],コロムビア,1954-03,A1882,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1315511,義太夫：「さわり集」伽羅先代萩　（下）,松貫　四[作詞],コロムビア（戦前）,1929-03,25506,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1315510,義太夫：「さわり集」伽羅先代萩　（上）,松貫　四[作詞],コロムビア（戦前）,1929-03,25506,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/8273776,野崎小唄,今中　楓渓[作詞],ポリドール,,R3,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/8273768,軍艦行進曲,瀬戸口　藤吉[作曲],ポリドール,,R20,器楽（クラシック以外）,インターネット公開,保護期間満了
info:ndljp/pid/3569586,端唄：都々逸（文句入り）,平山　芦江[作詞],コロムビア,1954-04,A1937,三味線楽（端唄、うた沢、小唄、俗曲）,インターネット公開,保護期間満了
info:ndljp/pid/3569585,端唄：都々逸（素文句入り）,平山　芦江[作詞],コロムビア,1954-04,A1937,三味線楽（端唄、うた沢、小唄、俗曲）,インターネット公開,保護期間満了
info:ndljp/pid/3569573,歌謡曲：さすらいの唄,北原　白秋[作詞],コロムビア,1954-05,A1928,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/3569569,歌謡曲：ゴンドラの唄,吉井　勇[作詞],コロムビア,1954-04,A1926,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1315490,義太夫；義経千本桜「鮓屋の段」(六）,（二代目）竹田　出雲[作詞],コロムビア（戦前）,1932-04,35279,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1315489,義太夫；義経千本桜「鮓屋の段」(五）,（二代目）竹田　出雲[作詞],コロムビア（戦前）,1932-04,35279,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1315487,義太夫；義経千本桜「鮓屋の段」(三）,（二代目）竹田　出雲[作詞],コロムビア（戦前）,1932-04,35278,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1315488,義太夫；義経千本桜「鮓屋の段」(四）,（二代目）竹田　出雲[作詞],コロムビア（戦前）,1932-04,35278,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1315485,義太夫；義経千本桜「鮓屋の段」(一）,（二代目）竹田　出雲[作詞],コロムビア（戦前）,1932-04,35277,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1315486,義太夫；義経千本桜「鮓屋の段」(二）,（二代目）竹田　出雲[作詞],コロムビア（戦前）,1932-04,35277,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1315480,能楽囃子：早舞（クツロギ）　（三段目・四段目）,一噌　又六郎[笛],コロムビア（戦前）,1932-02,35268,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/1315650,長唄；新曲浦島（ニ）,坪内　逍遥 [作詞],コロムビア（戦前）,0000,25126,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315643,歌舞伎；鈴ヶ森(四),（四世）鶴屋　南北∥作,コロムビア（戦前）,0000,25133,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1315641,歌舞伎；鈴ヶ森(ニ),（四世）鶴屋　南北∥作,コロムビア（戦前）,0000,25132,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1315642,歌舞伎；鈴ヶ森(三),（四世）鶴屋　南北∥作,コロムビア（戦前）,0000,25133,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1315640,歌舞伎；鈴ヶ森(一),（四世）鶴屋　南北∥作,コロムビア（戦前）,0000,25132,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1327622,さくら道成寺,佐藤　惣之助[作詞],キングレコード,1947-02,C171,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1327621,さくら道成寺,佐藤　惣之助[作詞],キングレコード,1937-04,10080,三味線楽（端唄、うた沢、小唄、俗曲）,インターネット公開,保護期間満了
info:ndljp/pid/1315649,長唄；新曲浦島（一）,坪内　逍遥 [作詞],コロムビア（戦前）,0000,25126,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1325024,満州雑吟　／　数日来天候陰鬱道路泥濘不便甚矣,乃木　希典[作詞],ビクター,1939-06,J-54557,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/1325025,従軍作　／　過遠州灘,藤田　小四郎[作詞],ビクター,1939-06,J-54557,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/1325020,皇軍慰問の歌（一）,乗杉　嘉寿[作詞],ビクター,1939-11,J-54659,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1315698,獨唱：かへろかへろ,北原　白秋[作詞],コロムビア（戦前）,1926-11,25166,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1315697,獨唱：かやの木山,北原　白秋[作詞],コロムビア（戦前）,1926-11,25166,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1315687,義太夫：朝顔日記（大井川の段）（三）,山田　案山子[作詞],コロムビア（戦前）,1926-09,25160,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1315688,義太夫：朝顔日記（大井川の段）（四）,山田　案山子[作詞],コロムビア（戦前）,1926-09,25160,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1315685,義太夫：朝顔日記（大井川の段）（一）,山田　案山子[作詞],コロムビア（戦前）,1926-09,25159,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1315686,義太夫：朝顔日記（大井川の段）（ニ）,山田　案山子[作詞],コロムビア（戦前）,1926-09,25159,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1325001,波路に暮れて,松島　慶三[作詞],ビクター,1939-07,J-54571,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/3569653,新民謡：大洗小唄,野村　俊夫[作詞],コロムビア,1954-07,A1990,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/3569659,新民謡：房州小唄,野村　俊夫[作詞],コロムビア,1954-08,A1993,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/8273611,日本放送協会著作権所有:水上競技実況放送（女子二百米平泳決勝）,河西　三省[作詞],ポリドール,,8516,実況記録,インターネット公開,保護期間満了
info:ndljp/pid/8273613,日本放送協会著作権所有:水上競技実況放送（下）（千五百米自由形決勝）,河西　三省[作詞],ポリドール,,8518,実況記録,インターネット公開,保護期間満了
info:ndljp/pid/8273612,日本放送協会著作権所有:水上競技実況放送（上）（千五百米自由形決勝）,河西　三省[作詞],ポリドール,,8518,実況記録,インターネット公開,保護期間満了
info:ndljp/pid/3570626,むすんでひらいて　／　ロンドン橋　／　おもちゃのマーチ（文部省「小学校の合奏」第一巻より）,ルソー[作曲],ビクター,1955-06,AE-218,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/1315634,長唄；新曲浦島（七）,坪内　逍遥 [作詞],コロムビア（戦前）,1925-07,25129,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315635,長唄；新曲浦島（八）,坪内　逍遥 [作詞],コロムビア（戦前）,1925-07,25129,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315632,長唄；新曲浦島（五）,坪内　逍遥 [作詞],コロムビア（戦前）,1925-07,25128,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315633,長唄；新曲浦島（六）,坪内　逍遥 [作詞],コロムビア（戦前）,1925-07,25128,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315630,長唄；鶴亀(五),（十世）杵屋　六左衛門[作曲],コロムビア（戦前）,1926-10,25122,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315631,長唄；鶴亀(六),（十世）杵屋　六左衛門[作曲],コロムビア（戦前）,1926-10,25122,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3570602,琉球古典音楽：今風節（一）,金武　良仁,コロムビア（戦前）,1936-08,28989,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/8271028,祇園祭り（上）,桂　文治,テイチク,,T3404,落語,インターネット公開,保護期間満了
info:ndljp/pid/1315629,長唄；鶴亀(四),（十世）杵屋　六左衛門[作曲],コロムビア（戦前）,1926-10,25121,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315627,長唄；鶴亀(ニ),（十世）杵屋　六左衛門[作曲],コロムビア（戦前）,1926-10,25120,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315628,長唄；鶴亀(三),（十世）杵屋　六左衛門[作曲],コロムビア（戦前）,1926-10,25121,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315626,長唄；鶴亀(一),（十世）杵屋　六左衛門[作曲],コロムビア（戦前）,1926-10,25120,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315610,からたちの花,北原　白秋[作詞],コロムビア（戦前）,1925-03,25110,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1315601,箏曲：谷間の水車,宮城　道雄,コロムビア（戦前）,0000,25096,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1315605,長唄；供奴(四),（二世）瀬川　如皐[作詞],コロムビア（戦前）,1925-02,25088,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1315604,長唄；供奴(三),（二世）瀬川　如皐[作詞],コロムビア（戦前）,1925-02,25088,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3579057,一谷嫩軍記　三段目之切（熊谷陣屋の段）（五）,豊竹山城少掾（日本芸術院会員）,ビクター,1952-10,NH-2038,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3579054,春の海,宮城　道雄[作曲],ビクター,1939-05,13555,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/3579059,一谷嫩軍記　三段目之切（熊谷陣屋の段）（七）,豊竹山城少掾（日本芸術院会員）,ビクター,1952-10,NH-2039,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3579058,一谷嫩軍記　三段目之切（熊谷陣屋の段）（六）,豊竹山城少掾（日本芸術院会員）,ビクター,1952-10,NH-2038,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/8271029,祇園祭り（下）,桂　文治,テイチク,,T3404,落語,インターネット公開,保護期間満了
info:ndljp/pid/3569698,秋の言の葉（一）,西山　検校[作曲],ビクター,0000,V-40500,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3569699,秋の言の葉（二）,西山　検校[作曲],ビクター,0000,V-40500,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3569694,春の海（一）,宮城　道雄[作曲],ビクター,1954-09,NK-3182,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3569695,春の海（二）,宮城　道雄[作曲],ビクター,1954-09,NK-3182,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3569690,島の娘,長田　幹彦[作詞],ビクター,1950-08,V-40440,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/3579012,一谷嫩軍記　三段目之切（熊谷陣屋の段）（二）,豊竹山城少掾（日本芸術院会員）,ビクター,1952-10,NH-2036,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3579011,一谷嫩軍記　三段目之切（熊谷陣屋の段）（四）,豊竹山城少掾（日本芸術院会員）,ビクター,1952-10,NH-2037,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3579010,一谷嫩軍記　三段目之切（熊谷陣屋の段）（三）,豊竹山城少掾（日本芸術院会員）,ビクター,1952-10,NH-2037,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3579014,鵜之段,桜間　弓川,ビクター,1954-12,NH-2069,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/3569683,三階ぶし,新潟県民謡,ビクター,1948-06,V-40089,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/3570672,同志の歌,赤松　克麿[作詞],ビクター,1955-03,PR-1337,労働歌,インターネット公開,保護期間満了
info:ndljp/pid/3569685,山中節,石川県民謡,ビクター,1950-06,V-40399,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/3569684,磯節,茨城県民謡,ビクター,1950-06,V-40399,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/3579008,一谷嫩軍記　三段目之切（熊谷陣屋の段）（一）,豊竹山城少掾（日本芸術院会員）,ビクター,1952-10,NH-2036,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3569678,佐渡おけさ,小唄（霞町）　勝太郎[三味線],ビクター,,51502,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/3569672,六段（二）,八橋　検校[作曲],ビクター,0000,NK-3007,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3569671,六段（一）,八橋　検校[作曲],ビクター,0000,NK-3007,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3569679,越後追分,葭町　勝太郎,ビクター,,51502,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/3579090,越天楽（三）,宮内省楽友会,ビクター,1943-05,13574,雅楽,インターネット公開,保護期間満了
info:ndljp/pid/3579089,越天楽（二）,宮内省楽友会,ビクター,1943-05,13573,雅楽,インターネット公開,保護期間満了
info:ndljp/pid/3579088,越天楽（一）,宮内省楽友会,ビクター,1943-05,13573,雅楽,インターネット公開,保護期間満了
info:ndljp/pid/3579071,一谷嫩軍記　三段目之切（熊谷陣屋の段）（十九）,豊竹山城少掾（日本芸術院会員）,ビクター,1952-10,NH-2045,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3579070,一谷嫩軍記　三段目之切（熊谷陣屋の段）（十八）,豊竹山城少掾（日本芸術院会員）,ビクター,1952-10,NH-2044,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
