永続的識別子,タイトル,著者,出版者,出版日（W3CDTF）,商品番号,歴史的音源ジャンル,公開範囲,権利区分
info:ndljp/pid/3568024,長唄：二人椀久(七),吉住　小三郎,コロムビア（戦前）,1941-09,4617,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568020,長唄：二人椀久(三),吉住　小三郎,コロムビア（戦前）,1941-09,4615,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571661,童謡：ひらいたひらいた、花いちもんめ、子守唄,わらべうた[作詞],コロムビア（戦前）,1943-02,33759,唱歌、童謡,インターネット公開,保護期間満了
info:ndljp/pid/3571668,管弦楽：ウォーターローの戦,アンダーソン[作曲],コロムビア（戦前）,1941-10,33768,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/3568018,長唄：二人椀久(一),吉住　小三郎,コロムビア（戦前）,1941-09,4614,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568019,長唄：二人椀久(ニ),吉住　小三郎,コロムビア（戦前）,1941-09,4614,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571653,混声四部合唱：さくら さくら（ニ）,(日本古謡)[作詞],コロムビア（戦前）,1942-12,33752,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571652,混声四部合唱：さくら さくら（一）,(日本古謡)[作詞],コロムビア（戦前）,1942-12,33752,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571651,混声四部合唱：菊の盃,武島　羽衣[作詞],コロムビア（戦前）,1942-03,33751,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3568000,長唄：四季の山姥(四),吉住　小三郎,コロムビア（戦前）,1939-10,4537,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571650,混声四部合唱：空しく老いぬ,高野　辰之[作詞],コロムビア（戦前）,1942-03,33751,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3568001,長唄：四季の山姥(五),吉住　小三郎,コロムビア（戦前）,1939-10,4538,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568002,長唄：四季の山姥(六),吉住　小三郎,コロムビア（戦前）,1939-10,4538,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571659,管弦楽：橇に乗って,下総　皖一[作曲],コロムビア（戦前）,1942-10,33758,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/3571657,吹奏楽：海鷲,弘田　龍太郎[作曲],コロムビア（戦前）,1942-10,33757,器楽（クラシック以外）,インターネット公開,保護期間満了
info:ndljp/pid/3571656,管弦楽：夏祭り,弘田　龍太郎[作曲],コロムビア（戦前）,1942-04,33755,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/3571649,混声四部合唱：羽衣,鳥居　忱[作詞],コロムビア（戦前）,1942-03,33751,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571648,混声四部合唱：分袖,黒川　真頼[作詞],コロムビア（戦前）,1941-10,33750,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571647,混声四部合唱：霜の旦,旗野　十一郎[作詞],コロムビア（戦前）,1941-10,33750,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571632,謡曲：鞍馬天狗（ニ）,世阿彌　元清[作詞],コロムビア（戦前）,1941-01,33724,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/3571631,謡曲：鞍馬天狗（一）,世阿彌　元清[作詞],コロムビア（戦前）,1941-01,33724,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/3571635,女声三部合唱：皇后陛下御誕辰奉祝歌（一）,佐々木　信綱[作詞],コロムビア（戦前）,1941-06,33741,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571622,混声四部合唱：「万葉集」より　痩人を嗤ふ歌,大伴　家持[作詞],コロムビア（戦前）,1940-12,33719,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571621,混声四部合唱：あかがり,(古謡)[作詞],コロムビア（戦前）,1940-12,33719,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571620,混声四部合唱：流浪の民,石倉　小三郎[作詞],コロムビア（戦前）,1940-12,33719,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571629,観世流謡曲：養老,世阿彌　元清[作詞],コロムビア（戦前）,1940-12,33723,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/3571626,生田流箏曲：さむしろ（ニ）,在原　勾當[作曲],コロムビア（戦前）,1940-10,33721,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3571625,生田流箏曲：さむしろ（一）,在原　勾當[作曲],コロムビア（戦前）,1940-10,33721,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3571624,混声四部合唱：麦秋,飯田　亀代司[作詞],コロムビア（戦前）,1941-02,33720,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571623,女声四部合唱：通りゃんせ,(古謡)[作詞],コロムビア（戦前）,1941-02,33720,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/1316599,管弦楽：ラデッキイ・マーチ,J.Strauss[作曲],コロムビア（戦前）,1938-03,29678,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/1316598,管弦楽：スケータース・ワルツ,Waldteufel[作曲],コロムビア（戦前）,1938-03,29678,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/1316585,詩吟：城山,西郷　隆盛[作詞],コロムビア（戦前）,1938-08,29839,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/3568083,長唄：都鳥(四),吉住　小三郎,コロムビア（戦前）,1944-09,4650,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568084,ビューティフル・ダニューブ（下）,ヨハン・シュトラウス2世[作曲],コロムビア（戦前）,1928,25138,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/3568080,長唄：都鳥(一),吉住　小三郎,コロムビア（戦前）,1944-09,4649,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568081,長唄：都鳥(ニ),吉住　小三郎,コロムビア（戦前）,1944-09,4649,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568082,長唄：都鳥(三),吉住　小三郎,コロムビア（戦前）,1944-09,4650,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568076,長唄：浦島(一）,吉住　小三郎,コロムビア（戦前）,1944-09,4647,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568077,長唄：浦島(ニ）,吉住　小三郎,コロムビア（戦前）,1944-09,4647,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568078,長唄：浦島(三）,吉住　小三郎,コロムビア（戦前）,1944-09,4648,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568079,長唄：浦島(四）,吉住　小三郎,コロムビア（戦前）,1944-09,4648,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568072,長唄：汐汲(七),吉住　小三郎,コロムビア（戦前）,1943-09,4645,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568073,長唄：汐汲(八),吉住　小三郎,コロムビア（戦前）,1943-09,4645,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568070,長唄：汐汲(五),吉住　小三郎,コロムビア（戦前）,1943-09,4644,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568071,長唄：汐汲(六),吉住　小三郎,コロムビア（戦前）,1943-09,4644,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568069,長唄：汐汲(四),吉住　小三郎,コロムビア（戦前）,1943-09,4643,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568065,長唄：汐汲(一),吉住　小三郎,コロムビア（戦前）,1943-09,4642,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568067,長唄：汐汲(ニ),吉住　小三郎,コロムビア（戦前）,1943-09,4642,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568068,長唄：汐汲(三),吉住　小三郎,コロムビア（戦前）,1943-09,4643,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1316768,独唱：乾杯の歌,三浦　環[作詞],コロムビア（戦前）,1938,35513,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1316766,独唱：江戸子守唄,日本古謡[作詞],コロムビア（戦前）,1937-12,35508,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1316765,独唱：ニーナの死,妹尾 幸陽[作詞],コロムビア（戦前）,1937-07,35501,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1316764,独唱：ユーモレスク,妹尾 幸陽[作詞],コロムビア（戦前）,1937-07,35501,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1316762,独唱：セレナーデ・エスパニョール,三浦　環[作詞],コロムビア（戦前）,1937-06,35500,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1328745,夜の貝,鹿島　鳴秋[作詞],ビクター,1932-06,13211,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1328742,角兵衛（后の月酒宴島台）（七）　気さく悪性が,瀬川　如皐（二代目）[作詞],ビクター,1932-05,13209,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328743,角兵衛（后の月酒宴島台）（八）　朝日に輝く,瀬川　如皐（二代目）[作詞],ビクター,1932-05,13209,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328740,角兵衛（后の月酒宴島台）（五）　あるはいやなり,瀬川　如皐（二代目）[作詞],ビクター,1932-05,13208,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328741,角兵衛（后の月酒宴島台）（六）　仇な恋路の,瀬川　如皐（二代目）[作詞],ビクター,1932-05,13208,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328739,大森彦七（十）　今だ朝敵調伏の,福地　桜痴[作詞],ビクター,1935-12,13451,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328737,大森彦七（八）　予て覚悟の,福地　桜痴[作詞],ビクター,1935-12,13450,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328738,大森彦七（九）　盛長暫しと,福地　桜痴[作詞],ビクター,1935-12,13451,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328735,籾摺唄,日本古謡[作詞],ビクター,1932-10,13227,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1328736,大森彦七（七）　其の御物語を,福地　桜痴[作詞],ビクター,1935-12,13450,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328733,角兵衛（后の月酒宴島台）（四）　云うてもおくれな,瀬川　如皐（二代目）[作詞],ビクター,1932-05,13207,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328734,草刈唄,日本古謡[作詞],ビクター,1932-10,13227,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1328731,角兵衛（后の月酒宴島台）（二）　なるとはなしの後や先,瀬川　如皐（二代目）[作詞],ビクター,1932-05,13206,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328732,角兵衛（后の月酒宴島台）（三）　獅子の洞入り,瀬川　如皐（二代目）[作詞],ビクター,1932-05,13207,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328730,角兵衛（后の月酒宴島台）（一）　神楽囃して,瀬川　如皐（二代目）[作詞],ビクター,1932-05,13206,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1316758,独唱：からたちの花,北原　白秋[作詞],コロムビア（戦前）,1937-03,35497,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1328728,アヴェ・マリア（Ave Maria）歌劇 「オテロ 」ヨリ,妹尾　幸陽∥訳詞,ビクター,1936-04,13465,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1328729,宝石の歌（Air Des Bijoux）歌劇「ファウスト」より,Barbier[作詞],ビクター,1936-04,13465,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1328726,大森彦七（五）　天晴の御心底,福地　桜痴[作詞],ビクター,1935-12,13449,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328727,大森彦七（六）　某斯くと見るよりも,福地　桜痴[作詞],ビクター,1935-12,13449,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328724,大森彦七（三）　押流されん風情なり,福地　桜痴[作詞],ビクター,1935-12,13448,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328725,大森彦七（四）　女ながらも,福地　桜痴[作詞],ビクター,1935-12,13448,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328722,大森彦七（一）　頃は北朝建武三年,福地　桜痴[作詞],ビクター,1935-12,13447,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328723,大森彦七（二）　弥生の末の若葉だち,福地　桜痴[作詞],ビクター,1935-12,13447,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1328717,うつくしき（The Blue Bells of Scotland）,稲垣　千頴(訳）[作詞],ビクター,1932-07,13215,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1316737,歌舞伎：髪結新三(下),河竹　默阿彌[作詞],コロムビア（戦前）,1933-08,35374,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1316736,歌舞伎：髪結新三(上),河竹　默阿彌[作詞],コロムビア（戦前）,1933-08,35374,歌舞伎,インターネット公開,保護期間満了
info:ndljp/pid/1314143,独唱：からたちの花,北原　白秋[作詞],ニッポノホン,1926-09,16316,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1314141,独唱：かへろかへろと,北原　白秋[作詞],ニッポノホン,1926-11,16315,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1314142,独唱：子守唄,PD[作詞],ニッポノホン,1926-09,16316,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1314140,独唱：かやの木山の,北原　白秋[作詞],ニッポノホン,1926-11,16315,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1328786,羽衣（五）　千鳥鴎の,世阿弥[作詞],ビクター,1937-07,13519,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/1328782,晩秋（下）,吉田　晴風[作曲],ビクター,1935-11,13445,邦楽（合奏）,インターネット公開,保護期間満了
info:ndljp/pid/1328781,晩秋（上）,吉田　晴風[作曲],ビクター,1935-11,13445,邦楽（合奏）,インターネット公開,保護期間満了
info:ndljp/pid/1328774,時雨西行（八）　六牙の象に,河竹　黙阿弥[作詞],ビクター,1935-11,13444,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1328771,時雨西行（六）　或時は色に染み,河竹　黙阿弥[作詞],ビクター,1935-11,13443,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1328772,時雨西行（七）　実相無漏の大海に,河竹　黙阿弥[作詞],ビクター,1935-11,13444,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1328770,時雨西行（五）　あら羨まし,河竹　黙阿弥[作詞],ビクター,1935-11,13443,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1314127,義太夫：朝顔日記（大井川の段）（四）,豊竹　呂昇,ニッポノホン,1926-09,16244,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314125,義太夫：朝顔日記（大井川の段）（ニ）,豊竹　呂昇,ニッポノホン,1926-09,16243,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314126,義太夫：朝顔日記（大井川の段）（三）,豊竹　呂昇,ニッポノホン,1926-09,16244,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314124,義太夫：朝顔日記（大井川の段）（一）,豊竹　呂昇,ニッポノホン,1926-09,16243,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314121,生田流箏曲：千鳥(三),宮城　道雄,ニッポノホン,1926-08,16219,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1316782,義太夫；太功記十段目(奥)(下）,豊竹　呂昇,コロムビア（戦前）,1929-09,25646,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1316781,義太夫；太功記十段目(奥)(上）,豊竹　呂昇,コロムビア（戦前）,1929-09,25646,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314120,生田流箏曲：千鳥(ニ),宮城　道雄,ニッポノホン,1926-08,16218,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1328768,時雨西行（三）　波に漂う捨小舟,河竹　黙阿弥[作詞],ビクター,1935-11,13442,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1328769,時雨西行（四）　一河の流れの,河竹　黙阿弥[作詞],ビクター,1935-11,13442,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1328766,時雨西行（一）　行方定めぬ雲水の,河竹　黙阿弥[作詞],ビクター,1935-11,13441,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1328767,時雨西行（二）　淀の川船行末は,河竹　黙阿弥[作詞],ビクター,1935-11,13441,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1328765,みそらの鏡,清水　かつら[作詞],ビクター,1935-04,13424,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1326102,民謡：佐渡おけさ,PD[作詞],リーガル,1934-12,66762,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1314116,長唄；都鳥(ニ),芳村　孝次郎,ニッポノホン,1926-08,16213,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1316778,落語；うどんや(下),三代目　柳家　小さん,コロムビア（戦前）,1922,25003,落語,インターネット公開,保護期間満了
info:ndljp/pid/1314117,長唄；都鳥(三),芳村　孝次郎,ニッポノホン,1926-08,16214,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1316777,落語；うどんや(上),三代目　柳家　小さん,コロムビア（戦前）,1922,25003,落語,インターネット公開,保護期間満了
info:ndljp/pid/1314114,生田流箏曲：千鳥(四),宮城　道雄,ニッポノホン,1926-08,16219,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1314115,長唄；都鳥(一),芳村　孝次郎,ニッポノホン,1926-08,16213,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1316773,独唱：ブラームスの子守唄,旗野 十一郎[作詞],コロムビア（戦前）,1939,35519,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1316772,独唱：ドリゴのセレナーデ,三浦　環[作詞],コロムビア（戦前）,1939,35519,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1328757,五郎（時致）（三）　いでてオゝそれよ,三升屋　二三治[作詞],ビクター,1932-09,13231,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1328758,五郎（時致）（四）　あれそよそよと春風が,三升屋　二三治[作詞],ビクター,1932-09,13231,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1328755,五郎（時致）（一）　さる程に,三升屋　二三治[作詞],ビクター,1932-09,13230,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1328756,五郎（時致）（二）　雨の降る夜も雪の日も,杵屋　五三郎（初代）[三味線],ビクター,1932-09,13230,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1314118,長唄；都鳥(四),芳村　孝次郎,ニッポノホン,1926-08,16214,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1314119,生田流箏曲：千鳥(一),宮城　道雄,ニッポノホン,1926-08,16218,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/8274724,マンドリン独奏：トラバトーレ,Verdi[作曲],コロムビア（戦前）,1931-10,26552,器楽（クラシック以外）,インターネット公開,保護期間満了
info:ndljp/pid/3571736,獨唱：サンタルチア,ナポリ民謡[作詞],コロムビア（戦前）,1928-11,35008,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571735,獨唱：あの子のお家,北原　白秋[作詞],コロムビア（戦前）,1928-11,35008,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571734,獨唱：アイ・アイ・アイ,藤原　義江[歌],コロムビア（戦前）,1928-11,35007,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/2915043,混聲四部合唱　大寺の,信時　潔[作曲],コロムビア,,203378_33492-B,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/2915045,歌笑純情詩集（其ノ二）　落語　音樂風呂（下）,三遊亭　歌笑,コロムビア,,A834_2211384,不明,インターネット公開,保護期間満了
info:ndljp/pid/2915044,歌笑純情詩集（其ノ二）　落語　音樂風呂（上）,三遊亭　歌笑,コロムビア,,A834_1211383,不明,インターネット公開,保護期間満了
info:ndljp/pid/2915056,YOI－MACHI－GUSA（宵待草）,竹久　夢二[作詞],コロムビア,,P17_（200842）A,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/2915055,女聲齊唱・獨唱及び混聲合唱　花すみれ,貞明皇后[作詞],コロムビア,,39222_33305-A,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571706,箏独奏：千鳥曲(四),吉澤　検校[作曲],コロムビア（戦前）,1943-04,33840,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3571705,箏独奏：千鳥曲(三),吉澤　検校[作曲],コロムビア（戦前）,1943-04,33840,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3571704,箏独奏：千鳥曲(二),吉澤　検校[作曲],コロムビア（戦前）,1943-04,33839,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/3571703,箏独奏：千鳥曲(一),吉澤　検校[作曲],コロムビア（戦前）,1943-04,33839,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/2915082,獨唱　歌劇『アイーダ』より　勝ちて歸れ,三浦　環,コロムビア,,35522_1206122,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/3571700,混声合唱：海行かば,大伴　家持[作詞],コロムビア（戦前）,1943-04,33832,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/8274762,詩吟：蒙古来,頼　山陽[作詞],コロムビア（戦前）,1932-01,26703,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/8274761,詩吟：満州漫吟、乃木将軍陣中之作,木村　岳風[作詞],コロムビア（戦前）,1932-01,26703,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/1328700,泊り舟,北原　白秋[作詞],ビクター,1932-06,13221,声楽,インターネット公開,保護期間満了
info:ndljp/pid/2915009,PIANO　SOLO　荒城の月の變奏曲,土井　晩翠[作詞],コロムビア,,33679_35431-B,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/8274779,軍歌：日本陸軍の歌,土井　晩翠[作詞],コロムビア（戦前）,1932-03,26824,軍歌,インターネット公開,保護期間満了
info:ndljp/pid/2915014,POEME　VARIATION　MELANCOLIQUE　THEME“KOJOH　NO　TSUKI”Theme-Variations.1.2and4,滝　廉太郎[作曲],コロムビア,,J5127_（33275）A,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/2915013,獨唱　夜の調べ,妹尾　幸陽∥譯詞,コロムビア,,36521_35296-B,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/2915015,POEME　VARIATION　MELANCOLIQUE　THEME“KOJOH　NO　TSUKI”Variations　Nos.5.6.7.8.and11,滝　廉太郎[作曲],コロムビア,,J5127_（33276）B,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/2915023,校歌　明治大學校歌,兒玉　花外[作詞],コロムビア,,100304_2207361,学生歌、校歌、寮歌、応援歌,インターネット公開,保護期間満了
info:ndljp/pid/2915025,落語　二十四孝（上）,柳家　小さん,リーガル,,71897_65328-A,落語,インターネット公開,保護期間満了
info:ndljp/pid/2915026,落語　二十四孝（下）,柳家　小さん,リーガル,,71898_65328-B,落語,インターネット公開,保護期間満了
info:ndljp/pid/3568164,詩吟：逸題,西鄕　南洲[作詞],コロムビア（戦前）,1935-06,28389,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/3568165,吹奏楽：波涛を越えて,ローザス[作曲],コロムビア（戦前）,1935-07,28421,器楽（クラシック以外）,インターネット公開,保護期間満了
info:ndljp/pid/3568163,詩吟：偶成,西鄕　南洲[作詞],コロムビア（戦前）,1935-06,28389,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/3568153,連合艦隊解散式訓示（上）,東郷平八郎（閣下）,コロムビア（戦前）,1934-08,28000,文学作品以外の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/3568154,連合艦隊解散式訓示（下）,東郷平八郎（閣下）,コロムビア（戦前）,1934-08,28000,文学作品以外の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/3568151,新民謡：新伊勢音頭,野口　雨情[作詞],コロムビア（戦前）,1934-08,27966,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/3568146,映画伴奏用レコード：鳥の鳴き声（カナリヤ）,SE[作詞],コロムビア（戦前）,1934-03,27790,劇音楽,インターネット公開,保護期間満了
info:ndljp/pid/3571798,演劇：十六夜清心(ニ),尾上　梅幸,コロムビア（戦前）,1930-02,35082,演劇、演芸,インターネット公開,保護期間満了
info:ndljp/pid/3571797,演劇：十六夜清心(一),尾上　梅幸,コロムビア（戦前）,1930-02,35082,演劇、演芸,インターネット公開,保護期間満了
info:ndljp/pid/3571794,長唄：新曲浦島（八）,松永　和風（芳村　孝次郎）,コロムビア（戦前）,1929-08,35069,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571793,長唄：新曲浦島（七）,松永　和風（芳村　孝次郎）,コロムビア（戦前）,1929-08,35069,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568144,映画伴奏用レコード;鐘の教会,SE[作詞],コロムビア（戦前）,1934-03,27789,劇音楽,インターネット公開,保護期間満了
info:ndljp/pid/3571792,長唄：新曲浦島（六）,松永　和風（芳村　孝次郎）,コロムビア（戦前）,1929-08,35068,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568145,映画伴奏用レコード：①街の騒、②群集の暴動,SE[作詞],コロムビア（戦前）,1934-03,27789,劇音楽,インターネット公開,保護期間満了
info:ndljp/pid/3571791,長唄：新曲浦島（五）,松永　和風（芳村　孝次郎）,コロムビア（戦前）,1929-08,35068,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571799,演劇：十六夜清心(三),尾上　梅幸,コロムビア（戦前）,1930-02,35083,演劇、演芸,インターネット公開,保護期間満了
info:ndljp/pid/3571790,長唄：新曲浦島（四）,松永　和風（芳村　孝次郎）,コロムビア（戦前）,1929-08,35067,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571787,長唄：新曲浦島（一）,松永　和風（芳村　孝次郎）,コロムビア（戦前）,1929-08,35066,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/8274799,吹奏楽：凱旋,陸軍戸山学校軍楽隊[作曲],コロムビア（戦前）,1932-04,26881,器楽（クラシック以外）,インターネット公開,保護期間満了
